fecha | tipo | muestra | material | diametro | espesor | ranura | 
2019-02-11T22:51:59.455Z,SEMI_PROBETA,1,Papel,10,10,10
0.05,25,25,10:52:09
0.01,25,25,10:52:19
0.04,25,25,10:52:29
0.06,25,25,10:52:39
0.03,25,25,10:52:49
0.02,25,25,10:52:59
0.06,25,25,10:53:09
0.05,25,25,10:53:19
0.05,25,25,10:53:29
0.03,25,25,10:53:39
0.16,25,25,10:53:49
-0.02,25,25,10:53:59
0.04,25,25,10:54:09
0.09,25,25,10:54:19
0.09,25,25,10:54:29
