fecha | tipo | alto | ancho | profundidad | material | temperatura | recorridoPlaca
2019-03-28T22:16:19.583Z,APERTURA_Y_CIERRE,1,1,1,1,1,1
-15.66,0,0,07:16:29
-15.66,25,6,07:16:38
-15.65,12,7,07:16:48
-15.65,25,21,07:16:58
-15.64,16,3,07:17:08
-15.63,25,20,07:17:18
-15.64,0,0,07:17:28
-15.63,0,0,07:17:38
-15.64,25,21,07:17:49
-15.64,0,0,07:17:59
-15.66,0,0,07:18:09
-15.65,25,21,07:18:19
-15.64,25,8,07:18:29
-15.64,0,0,07:18:39
-15.64,1,6,07:18:49
-15.64,0,0,07:18:59
-15.64,0,0,07:19:09
-15.64,0,6,07:19:19
-15.66,1,0,07:19:29
-15.65,0,0,07:19:39
-15.65,3,7,07:19:49
-15.63,0,2,07:19:59
-15.64,0,0,07:20:09
-15.63,0,5,07:20:19
-15.64,0,6,07:20:28
-15.63,0,0,07:20:38
-15.63,0,0,07:20:48
-15.64,0,6,07:20:54
-15.64,0,6,07:20:54
-15.64,0,6,07:20:54
-15.64,0,6,07:20:54
-15.64,0,6,07:20:54
