fecha | tipo | alto | ancho | profundidad | material | temperatura | recorridoPlaca
2019-06-05T14:20:27.343Z,APERTURA_Y_CIERRE,1,1,1,1,1,1
0.01,1.25,1.25,11:20:36
-0.02,1.25,1.25,11:20:46
0.01,1.25,1.25,11:20:56
0.01,1.25,1.25,11:21:06
0.01,1.25,1.25,11:21:16
-0.00,1.25,1.25,11:21:26
0.01,1.25,1.25,11:21:36
-0.00,1.25,1.25,11:21:46
0.01,1.25,1.25,11:21:56
-0.03,1.25,1.25,11:22:07
-0.03,1.25,1.25,11:22:17
-0.03,1.25,1.25,11:22:27
-0.39,1.25,1.25,11:22:37
-0.07,1.25,1.25,11:22:47
-0.03,1.25,1.25,11:22:57
-0.01,1.25,1.25,11:23:07
-0.03,1.25,1.25,11:23:17
-0.00,1.25,1.25,11:23:27
-0.02,1.25,1.25,11:23:37
-0.02,1.25,1.25,11:23:46
-0.01,1.25,1.25,11:23:47
-0.01,1.25,1.25,11:23:47
-0.01,1.25,1.25,11:23:47
-0.08,1.25,1.25,11:24:26
-0.06,1.25,1.25,11:24:36
-0.07,1.25,1.25,11:24:46
-0.06,1.25,1.25,11:24:56
-0.07,1.25,1.25,11:25:07
-0.06,1.25,1.25,11:25:17
-0.07,1.25,1.15,11:25:27
-0.06,1.25,1.15,11:25:29
-0.06,1.25,1.15,11:25:29
